sofifa_id,player_url,short_name,long_name,age,,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,,player_tags,team_position,,,,,nation_position,,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
244750,https://sofifa.com/player/244750/zvonimir-kozulj/20/159586,Z. KoÅ_ulj,Zvonimir KoÅ_ulj,25,,180,78,Bosnia Herzegovina,PogoÅ„ Szczecin,70,74,2300000,4000,CM,Right,1,3,3,Medium/Medium,Lean,No,,,RCM,,,,,,,70,70,69,69,56,65,,,,,,,"Argues with Officials, Finesse Shot",65,68,52,73,62,68,68,66,67,70,71,69,72,66,67,78,62,78,63,74,53,62,68,68,52,67,53,58,51,12,11,9,8,15
244793,https://sofifa.com/player/244793/tomas-chory/20/159586,T. ChorÃ_,TomÃ¡Å¡ ChorÃ_,24,,200,101,Czech Republic,Viktoria PlzeÅˆ,70,74,2400000,1000,ST,Right,1,3,2,Medium/Medium,Normal,No,,"#Aerial Threat, #Strength",SUB,,,,,,,56,67,54,62,26,78,,,,,,,Long Passer (CPU AI Only),44,70,80,61,58,64,37,41,54,65,54,58,53,68,31,69,55,66,88,59,72,18,73,59,61,66,21,18,24,5,6,11,10,12
190738,https://sofifa.com/player/190738/havard-nielsen/20/159586,H. Nielsen,HÃ¥vard Kallevik Nielsen,25,,187,82,Norway,SpVgg Greuther FÃ_rth,70,73,2300000,7000,"ST, CAM",Right,1,4,3,Medium/Medium,Normal,No,,,RS,,,,,,,67,70,62,69,41,68,,,,,,,Power Free-Kick,64,71,57,68,70,70,64,36,49,71,67,67,65,69,62,75,67,59,74,64,66,43,72,63,56,71,43,36,33,13,15,15,16,13
192317,https://sofifa.com/player/192317/jed-steer/20/159586,J. Steer,Jed Steer,26,,188,80,England,Aston Villa,70,73,1600000,21000,GK,Left,1,2,1,Medium/Medium,Normal,No,,,SUB,,,,,,,,,,,,,68,69,70,71,50,70,,11,11,12,35,11,11,12,11,25,22,53,47,37,67,59,53,56,39,61,11,22,22,16,42,41,25,12,12,11,68,69,70,70,71
193706,https://sofifa.com/player/193706/dario-dumic/20/159586,D. DumiÄ‡,Dario DumiÄ‡,27,,193,85,Bosnia Herzegovina,SV Darmstadt 98,70,73,1900000,10000,CB,Right,1,2,2,Medium/High,Normal,No,,,RCB,,,,,,,54,45,54,47,69,78,,,,,,,"Long Throw-in, Long Passer (CPU AI Only)",39,41,81,65,22,41,46,54,61,54,40,65,52,62,40,69,77,73,85,41,66,62,34,47,31,64,71,68,65,15,13,14,12,10
193757,https://sofifa.com/player/193757/eduardo-ramos-gomez/20/159586,Edu Ramos,Eduardo Ramos GÃ_mez,27,,176,77,Spain,CÃ¡diz CF,70,73,1900000,6000,"CDM, CM, CB",Right,1,3,2,Medium/Medium,Normal,No,,,SUB,,,,,,,66,51,67,63,62,71,,,,,,,,57,46,34,76,37,56,48,53,72,68,64,67,72,63,75,66,53,78,71,52,65,67,56,65,48,58,62,68,62,15,6,9,14,9
197233,https://sofifa.com/player/197233/abdoulaye-diallo/20/159586,A. Diallo,Abdoulaye Diallo,27,,191,82,Senegal,GenÃ§lerbirliÄŸi SK,70,73,1600000,8000,GK,Right,1,2,1,Medium/Medium,Lean,No,,,GK,,,,,,,,,,,,,70,68,67,71,41,70,,12,11,13,34,14,15,15,14,25,17,42,40,57,67,52,50,72,31,75,12,18,24,11,24,20,47,11,20,12,70,68,67,70,71
201138,https://sofifa.com/player/201138/zacharie-boucher/20/159586,Z. Boucher,Zacharie Boucher,27,,180,76,France,AJ Auxerre,70,73,1600000,3000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,SUB,,,,,,,,,,,,,71,65,71,75,56,68,"Flair, Acrobatic Clearance",9,12,21,20,10,15,12,9,22,22,54,58,57,64,64,53,82,42,75,8,40,22,13,33,22,61,10,11,12,71,65,71,68,75
201299,https://sofifa.com/player/201299/nicola-leali/20/159586,N. Leali,Nicola Leali,26,,193,82,Italy,Perugia,70,73,1600000,2000,GK,Right,1,2,1,Medium/Medium,Lean,No,,,SUB,,,,,,,,,,,,,72,70,58,73,32,64,,14,13,11,12,16,13,18,17,13,23,33,32,34,64,32,44,70,27,65,17,30,25,12,35,17,60,20,13,19,72,70,58,64,73
201887,https://sofifa.com/player/201887/daniel-johnson/20/159586,D. Johnson,Daniel Johnson,26,,174,67,Jamaica,Preston North End,70,73,2200000,16000,"CM, CDM, CAM",Left,1,3,3,Medium/Low,Lean,Yes,,,SUB,,,,,,,75,67,69,71,51,65,,,,,,,Beat Offside Trap,67,66,40,71,57,68,73,66,64,72,77,74,84,64,85,68,58,80,64,72,48,56,70,71,68,78,45,59,50,13,8,11,16,10
202060,https://sofifa.com/player/202060/emil-bergstrom/20/159586,E. BergstrÃ¶m,Emil BergstrÃ¶m,26,,188,87,Sweden,FC Utrecht,70,73,2000000,10000,CB,Right,1,3,2,Medium/Medium,Normal,No,,,SUB,,,,,,,64,35,46,52,69,77,,,,,,,,34,23,70,62,49,45,27,23,65,64,61,66,45,66,53,46,74,73,83,48,66,66,31,25,44,69,74,67,65,11,11,7,10,12
202149,https://sofifa.com/player/202149/ergys-kace/20/159586,E. KaÃ§e,Ergys KaÃ§e,25,,170,62,Albania,PAOK,70,73,2200000,1000,"CM, CDM",Right,1,4,3,High/High,Lean,No,,#Engine,SUB,,,,,,,75,65,66,70,70,72,,,,,,,"Injury Prone, Argues with Officials",60,60,46,71,63,67,66,68,69,71,77,74,76,68,88,71,45,86,62,71,85,74,58,62,63,67,72,73,66,7,16,15,8,12
204227,https://sofifa.com/player/204227/zinho-gano/20/159586,Z. Gano,Zinho Gano,25,,198,91,Belgium,KRC Genk,70,73,2300000,10000,ST,Left,1,3,3,Medium/Low,Normal,No,,#Strength,SUB,,,,,,,63,69,56,62,33,77,,,,,,,,56,70,73,65,64,64,46,48,37,66,62,63,47,69,33,70,66,68,90,65,58,28,70,57,67,67,34,29,16,12,13,8,11,9
204350,https://sofifa.com/player/204350/aleksandar-trajkovski/20/159586,A. Trajkovski,Aleksandar Trajkovski,26,,180,78,FYR Macedonia,RCD Mallorca,70,73,2200000,14000,"CAM, LW, CF",Right,1,4,3,Medium/Low,Normal,No,,,SUB,,,,,,,74,69,65,75,26,58,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials",64,62,61,66,66,78,74,72,61,74,78,71,75,63,63,77,63,63,62,78,39,25,61,63,69,59,22,19,21,12,12,12,12,12
205369,https://sofifa.com/player/205369/rob-schoofs/20/159586,R. Schoofs,Rob Schoofs,25,,178,69,Belgium,KV Mechelen,70,73,2200000,8000,"CM, CDM",Left,1,3,3,High/Medium,Lean,No,,,LDM,,,,,,,60,63,71,70,60,61,,,,,,,"Finesse Shot, Speed Dribbler (CPU AI Only)",71,57,49,71,62,69,70,71,72,72,62,58,71,65,70,69,62,67,59,70,57,66,70,69,53,74,62,57,58,8,6,13,8,14
205551,https://sofifa.com/player/205551/alvaro-lemos-collazo/20/159586,ÃÅlvaro Lemos,ÃÅlvaro Lemos Collazo,26,,175,78,Spain,UD Las Palmas,70,73,1900000,6000,"RB, RM",Right,1,3,3,High/Medium,Normal,No,,,RB,,,,,,,80,58,64,70,66,70,,,,,,,,69,57,61,65,55,68,65,55,59,70,82,78,74,67,81,59,76,84,67,59,59,68,63,63,59,67,69,63,64,12,13,9,13,16
206035,https://sofifa.com/player/206035/eddy-silvestre-pascual-israfilov/20/159586,Eddy Silvestre,Eddy Silvestre Pascual Israfilov,26,,191,80,Azerbaijan,Albacete BP,70,73,2000000,5000,"CDM, CM",Right,1,3,3,Medium/High,Lean,No,,#Strength,LCM,,,,,,,68,57,65,71,65,82,,,,,,,Selfish,60,49,59,70,48,71,60,51,64,71,67,68,80,66,62,80,81,73,90,57,75,67,54,68,47,65,63,67,66,14,10,14,9,6
206412,https://sofifa.com/player/206412/maksym-koval/20/159586,M. Koval,Maksym Koval,26,,189,84,Ukraine,Al Fateh,70,73,1600000,12000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,70,65,67,73,44,69,,12,19,19,22,12,20,13,19,19,24,47,42,35,65,46,50,59,38,71,13,18,16,13,31,24,60,14,13,17,70,65,67,69,73
206571,https://sofifa.com/player/206571/marcus-maddison/20/159586,M. Maddison,Marcus Maddison,25,,180,71,England,Peterborough United,70,73,2200000,7000,"RM, CAM, LM",Left,1,3,3,High/Medium,Normal,No,,,RM,,,,,,,80,68,68,71,24,65,,,,,,,"Injury Free, Selfish, Argues with Officials, Crowd Favourite",68,68,48,67,50,71,65,74,65,72,76,84,74,58,62,72,69,68,65,71,58,17,65,70,62,63,23,23,19,9,11,7,16,13
207507,https://sofifa.com/player/207507/leke-james/20/159586,L. James,Leke James,26,,188,80,Nigeria,Molde FK,70,73,2200000,5000,ST,Right,1,3,3,Medium/Medium,Normal,No,,,ST,,,,,,,71,68,51,69,29,71,,,,,,,Long Passer (CPU AI Only),62,70,70,57,65,67,52,36,34,70,69,72,75,67,67,71,74,71,84,63,36,21,70,45,61,67,24,26,32,16,15,14,10,16
207622,https://sofifa.com/player/207622/martin-bjornbak/20/159586,M. BjÃ¸rnbak,Martin  BjÃ¸rnbak,27,,193,90,Norway,Molde FK,70,73,1900000,4000,CB,Right,1,4,2,Medium/High,Normal,No,,#Strength,RCB,,,,,,,61,47,57,51,68,80,,,,,,,"Leadership, Long Passer (CPU AI Only)",56,33,70,61,32,52,67,71,64,55,60,61,38,68,32,78,80,66,90,56,71,69,28,42,54,66,66,70,61,11,13,8,8,10
207746,https://sofifa.com/player/207746/steeve-yago/20/159586,S. Yago,Steeve Yago,26,,180,77,Burkina Faso,Toulouse Football Club,70,73,1900000,14000,"RB, CB",Right,1,2,3,Medium/High,Normal,No,,,SUB,,,,,,,66,40,62,68,68,77,,,,,,,Injury Prone,70,34,65,66,40,68,48,41,66,68,64,67,66,70,73,59,78,78,74,27,82,71,60,51,52,69,61,72,71,7,14,8,14,10
207887,https://sofifa.com/player/207887/fabian-schnellhardt/20/159586,F. Schnellhardt,Fabian Schnellhardt,25,,180,73,Germany,SV Darmstadt 98,70,73,2200000,11000,"CM, CDM",Left,1,3,3,Medium/Medium,Normal,No,,,CAM,,,,,,,78,62,67,72,63,73,,,,,,,"Beat Offside Trap, Finesse Shot, Crowd Favourite",53,63,45,70,55,72,65,64,68,71,80,76,77,71,74,66,72,80,74,62,61,69,54,74,57,72,65,64,56,16,11,12,9,14
207960,https://sofifa.com/player/207960/aitor-garcia-flores/20/159586,Aitor GarcÃ_a,Aitor GarcÃ_a Flores,25,,173,69,Spain,Real Sporting de GijÃ_n,70,73,2200000,6000,"LM, ST",Right,1,3,3,High/Medium,Normal,No,,,LM,,,,,,,84,69,65,70,37,57,,,,,,,Early Crosser,64,69,43,65,63,70,66,62,63,68,80,87,78,68,77,77,68,69,57,67,40,28,68,67,59,65,45,35,34,9,16,13,12,9
208146,https://sofifa.com/player/208146/davide-adorni/20/159586,D. Adorni,Davide Adorni,26,,183,75,Italy,Cittadella,70,73,2000000,2000,CB,Right,1,3,2,Medium/Medium,Normal,No,,,LCB,,,,,,,71,40,50,52,71,68,,,,,,,,45,32,70,59,40,46,38,36,52,53,71,71,66,70,63,59,73,71,65,37,71,70,33,45,47,68,70,72,70,13,15,11,12,7
208247,https://sofifa.com/player/208247/lukas-spendlhofer/20/159586,L. Spendlhofer,Lukas  Spendlhofer,26,,187,82,Austria,SK Sturm Graz,70,73,2000000,11000,CB,Right,1,3,2,Medium/High,Normal,No,,,LCB,,,,,,,71,51,58,50,68,79,,,,,,,,50,41,64,66,45,39,63,65,63,62,70,72,68,59,50,66,74,83,82,59,67,72,36,45,64,63,67,68,66,8,11,13,12,14
209840,https://sofifa.com/player/209840/julian-jeanvier/20/159586,J. Jeanvier,Julian Jeanvier,26,,185,84,Guinea,Brentford,70,73,2000000,21000,CB,Right,1,3,2,Medium/Medium,Normal,No,,,RCB,,,,,,,69,35,49,54,67,76,,,,,,,"Injury Prone, Long Passer (CPU AI Only)",39,30,69,65,30,44,44,39,46,60,68,70,68,72,64,46,72,72,80,31,72,66,45,37,42,62,65,68,67,16,8,15,9,9
210548,https://sofifa.com/player/210548/leonardo-capezzi/20/159586,L. Capezzi,Leonardo Capezzi,24,,178,72,Italy,Sampdoria,70,73,2200000,16000,CM,Right,1,2,3,Medium/Medium,Normal,No,,,RES,,,,,,,48,59,70,66,59,60,,,,,,,,62,56,60,76,46,62,69,57,70,70,49,47,69,68,75,66,61,68,52,59,70,63,68,71,64,72,58,59,56,8,13,6,10,9
210556,https://sofifa.com/player/210556/lucas-eduardo-dos-santos-joao/20/159586,Lucas JoÃ£o,Lucas Eduardo Dos Santos JoÃ£o,25,,192,80,Portugal,Reading,70,73,2300000,13000,"ST, LM",Right,1,3,3,Medium/Low,Normal,No,,,SUB,,,,,,,70,68,52,68,27,71,,,,,,,"Power Free-Kick, Injury Free, Selfish",47,69,72,54,60,70,52,34,49,68,65,74,67,64,46,77,67,69,79,65,54,22,65,62,55,61,20,23,20,11,10,13,13,10
210926,https://sofifa.com/player/210926/abdullah-ateef/20/159586,A. Ateef,Abdullah Ateef,26,,176,63,Saudi Arabia,Al Hilal,70,73,2000000,18000,"CDM, CM",Right,1,3,2,Medium/High,Lean,No,,,SUB,,,,,,,44,46,72,65,66,64,,,,,,,Leadership,70,41,47,75,34,62,55,53,77,74,49,39,62,66,54,49,72,69,65,47,51,68,67,76,58,76,69,69,58,11,12,6,7,11
211177,https://sofifa.com/player/211177/arnor-ingvi-traustason/20/159586,A. Traustason,ArnÃ_r Ingvi Traustason,26,,181,77,Iceland,MalmÃ¶ FF,70,73,2200000,5000,"CAM, CM",Right,1,3,3,High/High,Normal,No,,#Engine,LCM,,,,,SUB,,79,68,66,70,56,70,,,,,,,"Argues with Officials, Crowd Favourite",67,64,43,66,69,69,72,66,59,67,76,82,82,72,77,75,51,86,63,71,71,66,70,67,57,64,55,55,53,11,12,15,9,8
212446,https://sofifa.com/player/212446/luca-garritano/20/159586,L. Garritano,Luca Garritano,25,,172,67,Italy,Chievo Verona,70,73,2200000,3000,"CM, CAM, LM",Right,1,3,4,High/Medium,Lean,No,,,SUB,,,,,,,89,71,70,76,51,60,,,,,,,"Finesse Shot, Crowd Favourite",66,70,54,73,66,73,69,73,69,76,89,89,87,66,88,74,75,72,56,72,50,52,70,70,70,76,59,44,45,13,14,9,8,14
212509,https://sofifa.com/player/212509/carlos-ascues/20/159586,C. Ascues,Carlos Ascues,27,,187,78,Peru,Orlando City SC,70,73,1900000,5000,"CB, CDM",Right,1,2,2,Medium/Medium,Normal,No,,,SUB,,,,,,,64,57,56,63,67,74,,,,,,,,29,60,71,69,25,63,40,29,67,67,61,66,55,69,58,65,75,67,77,55,74,71,63,61,31,66,65,67,65,12,9,10,14,8
213007,https://sofifa.com/player/213007/abdulfatah-aseri/20/159586,A. Aseri,Abdulfatah Aseri,25,,167,64,Saudi Arabia,Al Ahli,70,73,2200000,19000,"RM, CAM",Left,1,4,4,High/Medium,Lean,No,,,CAM,,,,,,,88,66,64,75,28,58,,,,,,,Early Crosser,64,66,51,66,62,74,68,53,62,71,89,88,88,60,92,70,53,70,54,65,53,18,60,63,54,55,26,30,28,12,8,14,11,15
214208,https://sofifa.com/player/214208/leonardo-pico/20/159586,L. Pico,RubÃ©n Leonardo Pico Carvajal,27,,177,77,Colombia,Junior FC,70,73,1900000,2000,CDM,Right,1,3,2,Medium/High,Normal,No,,,SUB,,,,,,,60,45,65,65,64,74,,,,,,,,55,30,62,73,31,62,59,60,70,67,66,55,69,67,69,67,74,84,70,61,72,74,59,61,36,71,61,62,57,12,9,8,9,8
214404,https://sofifa.com/player/214404/valber-huerta/20/159586,V. Huerta,Valber Roberto Huerta JerÃ©z,25,,185,80,Chile,Universidad CatÃ_lica,70,73,2000000,6000,CB,Left,1,3,2,Low/High,Normal,No,,,SUB,,,,,,,39,23,40,35,71,78,,,,,,,Leadership,29,16,73,50,30,24,23,27,51,40,31,46,52,63,46,36,79,70,87,19,67,70,29,32,34,59,71,72,68,16,10,13,11,7
215263,https://sofifa.com/player/215263/gaston-alvarez-suarez/20/159586,G. ÃÅlvarez Suarez,GastÃ_n ÃÅlvarez Suarez,26,,182,78,Argentina,Arsenal de SarandÃ_,70,73,2200000,6000,"CM, LM",Left,1,4,4,Medium/Medium,Normal,No,,,LCM,,,,,,,71,62,70,72,54,72,,,,,,,Selfish,63,54,56,72,53,74,82,69,68,72,68,74,72,68,65,76,67,81,70,66,69,49,59,72,66,57,55,58,48,12,12,10,14,9
215568,https://sofifa.com/player/215568/jose-manuel-garcia-naranjo/20/159586,Naranjo,JosÃ© Manuel GarcÃ_a Naranjo,24,,186,80,Spain,CD Tenerife,70,73,2300000,5000,"LM, ST, LW",Right,1,4,3,Medium/Medium,Lean,Yes,,,LW,,,,,,,81,69,67,70,23,60,,,,,,,Argues with Officials,65,68,63,68,58,70,70,72,64,71,80,81,76,67,57,73,70,51,71,71,39,14,70,66,61,68,18,23,17,10,12,15,14,7
216284,https://sofifa.com/player/216284/florian-ballas/20/159586,F. Ballas,Florian Ballas,26,,196,96,Germany,SG Dynamo Dresden,70,73,2000000,10000,CB,Right,1,3,2,Medium/Medium,Normal,No,,"#Aerial Threat, #Strength",SUB,,,,,,,40,32,47,41,69,76,,,,,,,,31,28,77,60,29,35,27,22,46,50,38,41,32,65,33,50,34,50,94,24,74,66,28,51,38,60,70,70,65,13,15,7,10,8
216605,https://sofifa.com/player/216605/carlos-akapo-martinez/20/159586,Akapo,Carlos Akapo MartÃ_nez,26,,179,70,Equatorial Guinea,CÃ¡diz CF,70,73,1900000,6000,"RB, LB",Right,1,3,2,High/Medium,Normal,No,,,RB,,,,,,,83,51,62,60,66,76,,,,,,,,69,42,62,68,40,54,65,41,62,64,77,87,72,62,61,75,90,77,72,52,79,63,49,50,46,61,66,68,72,7,8,13,13,10
219216,https://sofifa.com/player/219216/josh-windass/20/159586,J. Windass,Josh Windass,25,,175,68,England,Wigan Athletic,70,73,2200000,10000,"CAM, CF, ST",Right,1,3,3,High/Medium,Normal,No,,,CAM,,,,,,,85,67,65,70,35,66,,,,,,,"Injury Free, Argues with Officials, Early Crosser",63,66,60,65,61,67,69,63,61,70,86,84,80,68,79,72,62,68,67,67,61,36,68,67,61,68,30,32,33,13,12,14,13,9
219896,https://sofifa.com/player/219896/david-holman/20/159586,D. Holman,DÃ¡vid Holman,26,,188,81,Hungary,Hungary,70,73,0,0,CAM,Right,1,3,3,Medium/Low,Lean,No,,,,,,,,SUB,,74,65,64,71,43,66,,,,,,,Crowd Favourite,57,71,56,68,50,70,56,62,67,75,73,74,62,72,74,65,52,58,73,59,62,36,64,65,52,71,42,43,44,10,12,7,9,9
222461,https://sofifa.com/player/222461/diogo-filipe-rocha-costa/20/159586,Rochinha,Diogo Filipe Rocha Costa,24,,169,67,Portugal,VitÃ_ria GuimarÃ£es,70,73,2300000,5000,RM,Right,1,3,4,High/Low,Lean,No,,,RM,,,,,,,78,63,64,73,40,48,,,,,,,,64,63,35,70,62,73,54,50,59,70,79,77,78,70,82,64,33,69,42,63,41,30,65,65,57,64,59,34,30,9,11,15,14,15
222521,https://sofifa.com/player/222521/oliver-husing/20/159586,O. HÃ_sing,Oliver HÃ_sing,26,,193,92,Germany,1. FC Heidenheim 1846,70,73,2000000,8000,CB,Right,1,2,2,Medium/High,Normal,No,,#Strength,SUB,,,,,,,44,32,44,45,69,80,,,,,,,Long Passer (CPU AI Only),37,24,76,56,31,40,29,30,36,50,34,52,42,64,42,55,63,75,88,25,70,60,28,45,43,67,73,70,65,16,13,14,13,11
223030,https://sofifa.com/player/223030/aytac-kara/20/159586,A. Kara,AytaÃ§ Kara,26,,186,84,Turkey,KasimpaÅŸa SK,70,73,2200000,9000,"CM, CDM",Right,1,3,3,Medium/High,Normal,No,,,RCM,,,,,,,60,68,68,65,64,82,,,,,,,"Leadership, Argues with Officials, Long Passer (CPU AI Only)",58,60,72,74,60,66,66,75,68,66,55,64,60,64,60,84,65,90,83,75,73,68,64,68,63,68,60,64,58,14,12,6,7,12
224967,https://sofifa.com/player/224967/mamadou-sylla/20/159586,M. Sylla,Mamadou Sylla Diallo,25,,176,75,Senegal,KAA Gent,70,73,2300000,12000,ST,Right,1,4,3,Medium/Medium,Normal,No,,,RES,,,,,,,74,68,60,69,37,68,,,,,,,,57,69,71,67,62,70,65,42,36,69,73,74,70,66,63,71,75,62,71,68,65,36,68,71,62,68,21,42,37,9,16,9,8,11
225507,https://sofifa.com/player/225507/pol-llonch-puyalto/20/159586,Pol Llonch,Pol Llonch PuyaltÃ_,26,,171,70,Spain,Willem II,70,73,2000000,6000,"CDM, CM",Right,1,3,2,High/High,Normal,No,,,LCM,,,,,,,78,50,60,64,69,75,,,,,,,,55,43,44,67,53,61,53,55,59,63,81,76,74,62,87,65,80,85,65,49,88,73,55,55,51,69,72,72,67,16,13,14,12,6
231070,https://sofifa.com/player/231070/bruno-pitton/20/159586,B. PittÃ_n,Bruno PittÃ_n,26,,174,70,Argentina,San Lorenzo de Almagro,70,73,1900000,10000,"LB, LWB, LM",Left,1,2,2,Medium/Medium,Normal,No,,,LB,,,,,,,74,57,64,60,66,58,,,,,,,,79,53,68,61,63,54,70,63,59,64,78,71,68,63,76,67,86,78,57,56,30,70,57,58,58,66,61,68,67,10,11,5,9,8
234278,https://sofifa.com/player/234278/steve-breitkreuz/20/159586,S. Breitkreuz,Steve Breitkreuz,27,,189,86,Germany,FC Erzgebirge Aue,70,73,1900000,5000,CB,Right,1,4,2,Medium/Medium,Normal,No,,,SUB,,,,,,,63,56,46,52,68,75,,,,,,,Long Passer (CPU AI Only),40,56,75,55,32,50,33,35,46,52,54,70,59,61,56,75,80,65,80,46,72,64,48,42,60,70,66,69,71,13,9,7,10,9
239414,https://sofifa.com/player/239414/francesco-deli/20/159586,F. Deli,Francesco Deli,24,,182,77,Italy,US Cremonese,70,73,2200000,2000,CM,Left,1,3,3,High/Medium,Normal,No,,,RCM,,,,,,,55,62,66,68,49,64,,,,,,,,59,65,47,72,32,68,58,33,70,71,56,54,60,62,66,64,58,74,58,62,70,66,74,72,46,58,43,47,41,7,7,8,13,12
239707,https://sofifa.com/player/239707/bruno-felipe-souza-da-silva/20/159586,Bruno,Bruno Felipe Souza Da Silva,25,,180,75,Brazil,Olympiacos CFP,70,73,2200000,1000,"LM, CM",Left,1,3,2,Medium/Low,Normal,No,,,RES,,,,,,,80,63,66,71,27,55,,,,,,,,66,62,48,69,58,73,46,44,66,70,81,79,68,62,75,69,44,66,56,60,42,21,66,69,59,61,34,19,25,14,12,6,7,6
239904,https://sofifa.com/player/239904/davit-khocholava/20/159586,D. Khocholava,Davit Khotcholava,26,,192,88,Georgia,Shakhtar Donetsk,70,73,2000000,1000,CB,Right,1,3,2,Low/Medium,Normal,No,,,LCB,,,,,,,61,48,49,56,68,76,,,,,,,,31,51,75,67,23,56,27,21,65,54,64,59,56,63,66,72,65,67,82,25,74,69,44,36,39,58,60,70,73,10,9,7,9,5
240342,https://sofifa.com/player/240342/haris-duljevic/20/159586,H. DuljeviÄ‡,Haris DuljeviÄ‡,25,,186,85,Bosnia Herzegovina,NÃ®mes Olympique,70,73,2200000,13000,"LW, LM",Right,1,3,3,High/Medium,Normal,No,,,SUB,,,,,,,83,58,64,77,43,72,,,,,,,"Selfish, Crowd Favourite",55,54,57,72,57,82,65,59,66,74,78,87,73,65,72,61,70,70,76,63,67,41,64,59,57,70,49,39,30,11,11,6,15,11
240943,https://sofifa.com/player/240943/bilel-aouacheria/20/159586,B. Aouacheria,Bilel Aouacheria,25,,183,74,France,Moreirense FC,70,73,2200000,7000,"RW, LW",Right,1,3,3,High/High,Normal,No,,,RW,,,,,,,72,67,64,74,38,69,,,,,,,"Selfish, Crowd Favourite",68,68,58,66,63,77,52,54,58,74,72,72,65,71,63,77,36,76,70,58,68,41,70,64,58,68,31,39,34,9,8,13,7,11
245214,https://sofifa.com/player/245214/andrey-estupinan/20/159586,A. EstupiÃ±Ã¡n,Andrey EstupiÃ±Ã¡n,24,,175,72,Colombia,Deportivo Pasto,70,73,2300000,1000,"RM, ST, LM",Right,1,3,2,Medium/Medium,Normal,No,,,LM,,,,,,,83,60,61,74,46,64,,,,,,,,63,58,53,66,38,75,48,39,58,72,84,82,78,64,73,69,68,77,64,59,49,49,64,59,56,59,41,46,43,9,8,10,15,9
245768,https://sofifa.com/player/245768/james-lawrence/20/159586,J. Lawrence,James Lawrence,26,,188,81,Wales,Wales,70,73,0,0,"CB, LB, CDM",Left,1,3,2,High/Medium,Normal,No,,,,,,,,LCB,,48,29,62,56,70,71,,,,,,,Leadership,65,21,68,67,26,51,27,32,72,64,44,52,51,67,51,45,52,67,76,26,67,69,37,59,34,66,70,71,69,8,10,8,13,10
251354,https://sofifa.com/player/251354/abderrahmane-meziane/20/159586,A. Meziane,Abderrahmane Meziane,25,,168,62,Algeria,Al Ain FC,70,73,2200000,1000,LM,Right,1,3,3,High/Medium,Normal,No,,,LM,,,,,,,85,62,64,73,29,57,,,,,,,Early Crosser,66,61,54,63,56,73,63,62,67,70,84,86,80,65,86,63,47,75,53,67,46,21,66,61,51,63,28,28,27,14,7,8,8,14
251955,https://sofifa.com/player/251955/milos-deletic/20/159586,M. DeletiÄ‡,MiloÅ¡ DeletiÄ‡,25,,179,71,Serbia,AEK Athens,70,73,2200000,1000,"RM, LM",Left,1,2,2,Medium/Medium,Lean,No,,,SUB,,,,,,,79,62,66,72,29,59,,,,,,,,66,58,48,68,61,73,62,64,68,72,81,77,74,64,70,71,56,66,54,60,62,21,61,63,65,63,31,28,23,10,6,15,5,10
252022,https://sofifa.com/player/252022/giorgos-athanasiadis/20/159586,G. Athanasiadis,Giorgos Athanasiadis,26,,191,84,Greece,AEK Athens,70,73,1600000,1000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,RES,,,,,,,,,,,,,69,67,65,77,32,66,,10,9,10,23,6,8,10,13,15,14,25,38,55,65,31,49,70,22,67,7,40,11,10,41,10,45,8,11,11,69,67,65,66,77
191089,https://sofifa.com/player/191089/connor-wickham/20/159586,C. Wickham,Connor Wickham,26,,191,90,England,Crystal Palace,70,72,2200000,29000,"ST, LM",Right,1,3,3,High/Medium,Stocky,Yes,,,SUB,,,,,,,49,72,61,65,30,71,,,,,,,Power Free-Kick,62,73,75,62,62,65,53,67,57,70,48,50,52,71,49,76,68,52,80,66,72,18,68,60,75,65,29,28,20,8,16,6,10,12
193302,https://sofifa.com/player/193302/filip-kurto/20/159586,F. Kurto,Filip Kurto,28,,191,92,Poland,Western United FC,70,72,1500000,2000,GK,Right,1,2,1,Medium/Medium,Normal,No,,,GK,,,,,,,,,,,,,71,65,61,73,60,67,"Power Free-Kick, Acrobatic Clearance",12,13,11,26,12,14,11,12,24,25,59,61,52,72,43,46,51,42,67,13,38,20,13,22,15,53,12,11,11,71,65,61,67,73
